Entity,Year,Mean BMI (male),Mean BMI (female),Continent
Uganda,2014,21.462747,23.14806897,Africa
Ukraine,2010,26.63184329,26.26785191,Europe
Ukraine,2011,26.70741398,26.29306695,Europe
Ukraine,2012,26.78218806,26.31681726,Europe
Ukraine,2013,26.85731221,26.34017659,Europe
Ukraine,2014,26.93329141,26.36282629,Europe
United Arab Emirates,2010,27.67181155,29.26222557,Asia
United Arab Emirates,2011,27.75792277,29.32428508,Asia
United Arab Emirates,2012,27.84423297,29.38665574,Asia
United Arab Emirates,2013,27.93042954,29.44934274,Asia
United Arab Emirates,2014,28.01677271,29.51218699,Asia
United Kingdom,2010,27.32199832,26.94987311,Europe
United Kingdom,2011,27.35576851,26.98844321,Europe
United Kingdom,2012,27.38347748,27.02335792,Europe
United Kingdom,2013,27.40762472,27.05638944,Europe
United Kingdom,2014,27.4298954,27.08871367,Europe
United States,2010,28.7442759,28.62012062,North America
United States,2011,28.79841336,28.69826191,North America
United States,2012,28.84501159,28.77371996,North America
United States,2013,28.88799473,28.84840157,North America
United States,2014,28.92939724,28.92275041,North America
Uruguay,2010,26.77557253,27.02252434,South America
Uruguay,2011,26.89876176,27.10949944,South America
Uruguay,2012,27.02355363,27.19777424,South America
Uruguay,2013,27.1492552,27.287232,South America
Uruguay,2014,27.275932,27.37758739,South America
Uzbekistan,2010,25.72114786,26.6413468,Asia
Uzbekistan,2011,25.84550848,26.80624054,Asia
Uzbekistan,2012,25.9717062,26.97349828,Asia
Uzbekistan,2013,26.09912991,27.14334633,Asia
Uzbekistan,2014,26.22817247,27.3143648,Asia
Vanuatu,2010,25.51331457,26.63160794,Oceania
Vanuatu,2011,25.54132086,26.68770514,Oceania
Vanuatu,2012,25.57201896,26.74378169,Oceania
Vanuatu,2013,25.60499856,26.79962166,Oceania
Vanuatu,2014,25.63973433,26.85506582,Oceania
Venezuela,2010,26.63566877,26.79746501,South America
Venezuela,2011,26.65249734,26.82019088,South America
Venezuela,2012,26.66682727,26.84357579,South America
Venezuela,2013,26.67893066,26.86756332,South America
Venezuela,2014,26.68977047,26.8917576,South America
Vietnam,2010,21.04978983,21.13099782,Asia
Vietnam,2011,21.19549844,21.26324877,Asia
Vietnam,2012,21.34604346,21.39818554,Asia
Vietnam,2013,21.49943156,21.53400493,Asia
Vietnam,2014,21.65535587,21.67052511,Asia
Yemen,2010,23.20987841,23.55850084,Asia
Yemen,2011,23.29457917,23.66525107,Asia
Yemen,2012,23.38049504,23.77193287,Asia
Yemen,2013,23.4665589,23.87841435,Asia
Yemen,2014,23.55344083,23.98507063,Asia
Zambia,2010,21.12367258,23.35030494,Africa
Zambia,2011,21.17643823,23.43169313,Africa
Zambia,2012,21.22990622,23.51303645,Africa
Zambia,2013,21.28398494,23.5943335,Africa
Zambia,2014,21.33859367,23.67527402,Africa
Zimbabwe,2010,22.12520414,25.21625778,Africa
Zimbabwe,2011,22.15290505,25.25040894,Africa
Zimbabwe,2012,22.18102031,25.28484034,Africa
Zimbabwe,2013,22.20951074,25.31994849,Africa
Zimbabwe,2014,22.2390996,25.35622211,Africa
